area,bedrooms,bathrooms,stories,parking,location,age,price
2505,4,1,2,1,Suburban,37,286087
2230,1,2,1,2,Suburban,8,269011
1269,4,2,2,3,Suburban,20,197049
3025,3,1,2,1,Suburban,44,321550
1332,3,3,1,2,Urban,10,218798
3024,2,4,2,2,Suburban,31,361889
654,4,3,1,3,Urban,41,134633
1477,4,3,1,2,Rural,5,224710
2622,1,3,1,3,Rural,14,300021
2306,4,2,3,1,Suburban,22,296702
2426,3,4,1,0,Suburban,38,280182
2913,4,4,3,2,Urban,31,381775
1266,5,4,1,0,Urban,24,211628
1643,2,4,1,1,Suburban,30,203838
3665,4,2,3,3,Suburban,3,467268
1316,4,1,2,2,Rural,25,173795
3252,4,4,1,2,Urban,17,416691
3814,1,2,1,0,Rural,41,375929
2318,5,3,2,0,Rural,38,284109
3283,1,2,2,1,Suburban,32,353049
2552,2,1,3,3,Urban,32,303612
1096,4,4,1,0,Urban,17,188311
1770,4,2,3,2,Rural,2,259648
3600,1,3,3,2,Rural,45,377335
2497,4,1,1,0,Rural,5,299964
3957,4,1,1,3,Rural,41,423234
2524,2,1,2,1,Suburban,24,289996
2198,1,2,1,0,Suburban,28,234382
1369,1,2,1,3,Urban,38,171877
1180,3,1,3,2,Rural,49,138891
784,4,4,3,3,Suburban,14,182845
1484,2,3,2,3,Rural,31,188707
1580,2,2,1,1,Rural,38,170865
2185,2,1,1,3,Rural,19,251998
2859,5,3,1,0,Rural,27,344165
3948,2,4,1,0,Suburban,45,419893
3894,5,4,2,1,Urban,26,488389
1675,2,3,1,2,Urban,11,239915
3521,4,4,1,0,Urban,32,420160
2974,5,3,2,1,Rural,34,354452
1756,2,2,3,3,Rural,8,237088
2058,1,2,2,1,Rural,13,232946
658,5,1,2,3,Suburban,32,131489
1802,5,1,1,1,Urban,4,263756
3131,4,3,1,0,Urban,17,384623
2320,3,3,1,1,Suburban,45,265910
3748,3,1,3,0,Suburban,34,409379
2775,1,2,2,1,Urban,47,294336
3624,4,1,2,0,Suburban,1,432200
2740,3,3,1,3,Urban,19,354075
2251,4,3,3,3,Urban,44,303138
2905,4,1,3,0,Suburban,29,345080
1119,2,4,2,1,Urban,29,174082
3569,2,3,1,2,Rural,11,408084
3519,5,1,2,0,Suburban,16,418098
2911,3,4,2,3,Suburban,1,386635
2985,2,2,3,0,Suburban,40,328336
1342,5,3,2,0,Rural,30,192408
2407,2,1,1,0,Urban,37,255545
1797,5,4,2,2,Suburban,40,257649
3477,3,1,3,3,Suburban,20,410799
1607,1,2,3,3,Suburban,35,199744
1142,4,2,2,1,Rural,4,180887
1215,2,4,1,2,Urban,43,163138
1744,4,3,2,1,Rural,24,234737
3295,5,4,2,3,Rural,40,398461
1929,1,1,3,2,Urban,36,225255
3598,2,4,2,3,Suburban,41,413663
2364,5,2,3,1,Rural,30,299859
660,1,2,2,1,Urban,31,100375
1552,1,4,1,1,Rural,43,166795
1589,4,3,3,0,Rural,10,231759
1890,4,1,1,3,Suburban,16,249476
1933,5,4,3,3,Urban,4,323575
1194,5,2,1,3,Suburban,20,195608
3240,3,3,2,0,Urban,26,386427
1323,3,2,2,2,Suburban,21,187224
3650,4,1,2,3,Urban,45,412952
3567,5,1,3,2,Urban,15,451095
895,4,2,3,1,Suburban,42,142879
3367,3,4,2,0,Urban,36,395285
1446,1,1,1,3,Suburban,13,179210
3062,3,1,3,2,Urban,37,355363
3627,2,3,3,2,Urban,3,450588
1623,1,2,2,1,Urban,29,199623
3667,1,1,3,1,Rural,5,408713
3459,3,3,1,3,Rural,14,403760
2532,2,1,2,1,Rural,11,284296
3828,3,2,3,3,Rural,31,435807
3979,3,2,2,2,Rural,42,424865
3694,3,3,3,1,Rural,26,421208
3376,4,1,1,2,Urban,25,393916
1547,5,1,3,1,Urban,39,219290
2709,3,4,1,1,Rural,10,334562
3911,5,2,2,0,Suburban,17,464230
3412,5,1,2,0,Rural,10,406748
864,3,3,1,1,Urban,35,135869
3604,4,3,3,3,Urban,9,472246
864,2,3,1,3,Rural,3,154397
2701,5,1,2,0,Urban,41,319835
3231,4,2,2,2,Rural,34,370070
3041,4,2,1,0,Suburban,17,363729
3095,5,1,2,1,Suburban,16,384262
2746,3,4,2,1,Rural,47,306993
837,2,1,3,0,Urban,17,132514
2542,1,2,2,1,Rural,35,262570
3413,4,3,2,1,Rural,28,394154
3336,1,1,1,2,Suburban,27,352396
2255,1,4,1,2,Rural,26,254620
3604,3,3,2,2,Rural,30,412376
3078,1,3,1,0,Rural,28,325347
1262,5,3,2,0,Urban,29,200916
3311,2,1,1,2,Urban,12,383634
1963,2,2,2,0,Rural,8,234145
1571,3,1,2,1,Urban,12,226341
3527,1,2,3,0,Urban,42,372958
741,5,1,3,2,Rural,0,163215
1269,2,1,1,0,Rural,22,138629
2035,2,2,2,3,Suburban,45,230413
3756,5,2,2,0,Suburban,4,466243
617,5,2,3,2,Suburban,37,134476
2022,5,1,3,1,Suburban,10,286145
3993,4,1,2,1,Rural,5,464886
1916,2,3,1,1,Rural,30,220872
3823,2,1,2,2,Suburban,50,393729
1627,2,2,1,2,Urban,44,190009
1622,2,3,2,1,Rural,32,196528
2724,4,1,1,3,Urban,24,334296
1735,1,1,3,1,Rural,31,186558
1968,2,4,2,1,Rural,42,225862
3907,3,4,2,1,Suburban,44,441967
2723,2,4,1,0,Rural,25,307146
2974,3,3,1,2,Rural,0,365881
3824,2,2,1,2,Urban,29,422701
2978,4,2,1,2,Urban,46,347132
2583,2,4,3,3,Urban,23,344040
1508,4,4,3,1,Suburban,9,254316
1742,2,4,1,1,Urban,2,258558
3825,4,2,1,3,Suburban,8,465464
1886,1,4,2,1,Suburban,32,224923
3753,2,1,1,3,Suburban,5,426643
3671,5,3,2,1,Suburban,20,450007
1938,5,4,3,2,Suburban,15,305398
2008,3,2,1,3,Suburban,41,241687
3901,2,2,3,1,Rural,50,402971
2665,3,3,3,2,Rural,7,341408
1433,4,3,3,0,Urban,39,207927
3322,5,3,2,3,Urban,15,441254
845,2,4,2,1,Suburban,39,125032
1309,4,2,3,0,Urban,13,212256
3930,5,3,1,1,Urban,4,498525
1606,2,3,3,0,Suburban,7,233153
1481,3,4,2,3,Urban,5,249875
2546,5,3,1,1,Rural,43,297045
3569,3,3,3,2,Rural,50,394922
2951,5,3,2,2,Suburban,32,375039
2219,4,4,1,1,Urban,16,307157
2659,3,1,2,3,Urban,11,341547
3644,3,1,1,2,Suburban,12,413160
2038,4,3,2,1,Urban,34,272353
2647,1,2,1,1,Urban,38,280922
3721,1,1,2,0,Urban,23,400756
3979,3,1,1,1,Rural,35,417373
3575,2,2,2,1,Urban,22,408042
2501,3,2,2,2,Rural,35,287235
3816,2,2,2,2,Urban,45,420543
2554,4,2,1,1,Rural,16,303911
2963,2,1,2,0,Suburban,47,298744
3833,3,3,2,1,Urban,16,456605
1150,3,3,2,3,Rural,39,155432
3796,5,2,1,3,Rural,36,428172
2914,5,1,3,1,Rural,19,357600
2539,3,1,3,3,Rural,9,314292
2514,3,1,3,1,Suburban,16,306120
818,2,1,2,2,Rural,36,97269
1792,1,3,3,1,Rural,4,230800
3683,1,4,1,3,Suburban,18,427086
1696,5,3,1,1,Rural,50,204155
3848,1,2,2,1,Suburban,24,415181
1021,1,3,1,1,Rural,36,113262
3421,4,3,3,1,Suburban,15,425288
3198,1,2,3,0,Suburban,38,335197
678,5,3,3,3,Suburban,23,166770
3390,3,2,2,2,Suburban,19,398362
2934,4,2,2,3,Urban,44,352697
2002,4,3,1,0,Suburban,2,281470
2924,4,2,2,1,Rural,23,341828
3454,3,4,1,2,Urban,28,415323
2169,2,3,2,0,Urban,22,274054
3065,4,4,1,2,Rural,43,354002
627,4,1,3,0,Suburban,35,107046
3780,1,4,3,3,Suburban,0,467452
1752,1,1,2,2,Urban,36,197946
2045,2,2,1,2,Urban,32,245237
661,2,1,2,1,Suburban,47,77457
930,5,2,3,3,Suburban,7,194159
1264,2,3,3,1,Urban,37,178856
1241,4,4,1,1,Rural,9,201294
3349,1,3,2,3,Urban,20,396324
3451,5,4,3,0,Rural,13,434794
3757,5,1,2,1,Rural,46,406552
3747,4,2,2,2,Urban,38,438234
3389,4,1,1,2,Urban,7,412635
654,3,3,2,3,Urban,10,154322
3134,4,2,3,1,Urban,39,377080
3410,1,4,1,0,Suburban,23,379857
3060,1,4,3,1,Urban,37,352243
710,4,3,3,0,Urban,41,134256
3498,2,3,3,3,Suburban,1,434482
3807,3,2,3,3,Suburban,31,436924
2065,3,4,2,1,Suburban,11,286902
2705,5,1,2,1,Urban,48,321453
3662,2,3,1,2,Rural,17,413651
3343,4,3,1,3,Urban,39,404406
1896,3,3,1,3,Rural,13,251903
3645,4,1,1,3,Rural,24,412865
2107,5,1,1,0,Rural,46,233123
1430,2,3,2,3,Rural,49,165009
1823,2,4,1,0,Suburban,5,250956
3727,1,4,2,2,Suburban,19,430320
1380,2,1,1,1,Rural,48,127619
3473,2,3,2,3,Rural,50,372837
1319,2,4,1,2,Rural,23,180441
1514,1,1,3,1,Urban,24,187492
1626,3,3,1,1,Rural,40,184138
3717,5,4,2,1,Urban,26,468480
1692,2,2,1,3,Urban,30,212555
1733,5,4,3,0,Urban,41,258628
3835,5,2,2,3,Suburban,43,448140
664,5,4,3,0,Urban,12,181257
1334,5,4,3,0,Rural,41,196899
3070,5,4,1,2,Urban,44,384506
2808,5,4,3,3,Rural,11,391161
2390,1,3,3,3,Urban,22,306144
2201,1,3,3,0,Rural,9,261208
609,2,4,3,3,Suburban,2,161592
2374,3,2,1,3,Suburban,50,267548
3235,4,4,1,3,Suburban,41,386962
2745,5,2,2,2,Suburban,27,351985
1935,5,4,3,2,Rural,11,291160
3460,3,3,3,3,Rural,15,418420
3656,3,1,2,3,Suburban,26,417465
3919,5,1,1,3,Urban,36,456926
1050,1,4,2,3,Urban,6,194394
3793,4,3,1,1,Rural,12,446370
3710,5,4,3,2,Rural,21,458683
643,3,1,3,3,Suburban,12,136566
1005,4,4,3,3,Suburban,16,198309
2214,4,4,2,2,Urban,1,331935
679,4,3,1,3,Urban,13,156209
662,1,3,1,2,Rural,47,74169
3971,5,4,2,2,Suburban,20,491167
1842,5,1,2,3,Suburban,26,257670
2162,1,1,3,3,Rural,31,234539
3264,5,2,3,1,Urban,8,431299
660,2,3,2,0,Urban,16,131684
1373,4,3,3,1,Urban,4,245911
1576,4,4,2,1,Urban,30,239283
1975,1,2,3,1,Suburban,1,261878
635,4,2,3,0,Urban,26,137815
704,1,4,3,0,Suburban,46,94872
3772,5,1,1,2,Urban,3,472360
1838,3,2,3,0,Rural,47,199077
3530,2,2,3,0,Urban,6,427659
856,3,3,2,1,Suburban,31,136566
3408,4,3,3,0,Suburban,8,427703
3968,5,2,3,1,Urban,9,498125
2840,3,1,1,2,Urban,28,327449
640,5,3,3,2,Urban,48,145355
3030,3,3,3,1,Rural,23,360194
3930,1,2,1,3,Suburban,49,398878
1733,3,2,2,1,Rural,10,229436
1610,4,2,1,2,Rural,34,204527
3719,5,4,1,1,Urban,7,479893
1939,4,3,1,3,Suburban,19,275037
1631,1,4,3,2,Urban,35,221522
2836,5,1,3,3,Suburban,24,365565
1886,4,2,2,0,Urban,37,241390
823,1,3,3,3,Urban,43,132606
3361,4,3,1,2,Suburban,14,411327
1717,1,3,1,2,Urban,21,223835
2674,1,4,2,3,Suburban,18,325795
3871,4,1,3,0,Urban,28,446125
3379,5,4,2,1,Suburban,7,441347
3427,5,3,3,0,Urban,43,413787
1157,5,2,1,1,Rural,2,188495
701,1,1,1,1,Rural,41,58042
1345,3,1,1,1,Suburban,35,155009
3292,3,3,2,1,Rural,37,366179
2887,2,2,2,0,Urban,45,314472
1835,4,1,2,0,Rural,15,226007
3215,2,4,3,3,Urban,4,427694
3597,3,1,3,1,Suburban,49,388434
1142,1,2,2,1,Rural,36,126833
843,4,3,2,1,Rural,12,158829
3955,3,1,1,0,Suburban,20,432291
1604,2,4,3,0,Rural,44,193056
2966,5,2,1,1,Suburban,35,352144
653,1,3,2,3,Urban,13,132877
2186,5,4,3,0,Suburban,2,331252
3297,4,2,3,2,Urban,27,409040
3457,3,1,3,0,Suburban,36,377700
1930,1,1,2,3,Rural,28,210636
2515,4,3,3,2,Rural,40,308788
2375,2,4,1,3,Suburban,48,277591
3660,4,1,3,1,Rural,38,401502
3218,4,4,3,0,Suburban,33,396275
2377,3,3,3,2,Rural,39,287686
2678,3,1,1,2,Rural,43,282912
1923,1,2,1,3,Suburban,7,240822
3819,1,2,3,1,Rural,28,409803
2723,4,1,1,3,Rural,42,297513
1234,5,3,2,0,Urban,19,213035
1416,1,3,1,2,Rural,23,170372
610,2,2,3,3,Rural,24,110799
3869,5,4,2,1,Suburban,5,489193
894,2,3,3,1,Urban,39,143218
2309,2,3,2,2,Rural,29,272671
651,4,4,2,2,Suburban,49,117276
3078,5,3,2,3,Rural,22,388142
2673,5,1,3,1,Suburban,48,308813
1661,3,2,1,3,Rural,0,234084
996,5,1,3,0,Urban,26,170103
2688,3,1,1,0,Suburban,49,277119
1751,5,2,3,2,Rural,8,259400
2251,4,2,1,1,Rural,11,286295
947,3,4,2,0,Rural,7,164956
3929,3,3,2,3,Suburban,0,483598
2388,1,2,3,2,Suburban,42,263494
3390,4,3,3,1,Rural,2,429576
2067,2,4,1,1,Suburban,9,268349
1453,1,1,2,2,Rural,4,180503
1846,4,4,2,2,Urban,7,298091
3136,2,3,1,1,Suburban,3,381100
3943,5,1,2,3,Suburban,49,440003
2188,2,2,2,3,Suburban,45,249000
1968,5,3,1,3,Rural,13,279391
1217,5,3,1,3,Urban,24,213552
2938,2,1,3,0,Urban,37,326753
3530,4,3,1,1,Urban,36,408844
1695,3,1,1,2,Rural,24,199235
2869,2,2,1,0,Rural,17,308094
1375,5,2,1,3,Rural,50,176927
2608,3,2,1,2,Rural,32,293487
3172,2,4,2,3,Suburban,41,370720
1702,2,1,2,2,Rural,17,204551
932,2,1,1,3,Suburban,23,130463
1039,4,4,1,1,Urban,22,187576
3557,1,4,3,1,Suburban,49,385908
3767,1,4,1,0,Rural,35,388801
3477,1,1,2,1,Rural,11,376532
2520,3,1,1,3,Urban,29,299587
1435,5,4,1,3,Urban,4,259219
2979,3,2,1,3,Urban,26,357821
2061,5,1,3,3,Rural,10,288579
3278,1,3,2,1,Urban,6,397398
2581,3,2,1,1,Rural,18,297248
1197,2,1,3,1,Rural,32,142008
2103,5,3,3,0,Rural,50,250739
3663,3,3,1,3,Urban,46,412779
3352,3,4,1,1,Urban,27,406352
3906,1,3,1,0,Rural,46,381469
640,2,4,1,1,Urban,11,137022
1878,4,4,2,1,Urban,50,247852
2057,4,2,1,1,Rural,24,250425
777,5,3,2,1,Urban,41,146385
1408,5,2,1,1,Suburban,49,182601
2988,5,2,1,3,Rural,21,369141
877,3,2,1,0,Suburban,2,147145
2719,3,4,2,0,Rural,28,322603
688,1,4,2,3,Suburban,31,118577
1059,4,2,3,0,Suburban,26,165958
1990,3,2,3,3,Suburban,23,268087
3524,5,4,1,3,Suburban,29,436527
1722,3,3,1,2,Urban,19,249080
2703,3,4,1,2,Suburban,26,332945
1234,2,1,2,2,Suburban,24,166012
2984,5,3,2,2,Suburban,5,399876
2299,5,1,3,0,Urban,35,291149
1541,2,4,2,1,Rural,42,180924
2493,4,4,1,3,Urban,45,322669
1913,4,2,2,1,Urban,37,249811
890,5,4,1,3,Suburban,37,167111
2008,3,4,2,0,Rural,0,280317
1262,4,3,1,1,Urban,24,201825
1219,1,3,2,0,Rural,11,154462
3144,3,3,1,2,Suburban,9,388430
1107,3,1,2,3,Suburban,17,168989
2094,4,3,1,3,Suburban,14,287113
3299,4,3,2,3,Rural,2,422027
942,1,1,2,1,Rural,25,110651
2979,2,4,1,3,Rural,47,321106
2721,3,1,3,3,Urban,37,327974
1483,1,3,1,0,Urban,12,193997
3872,3,4,1,0,Suburban,11,456500
604,5,1,1,3,Rural,16,126087
3888,2,1,2,1,Suburban,8,433062
2847,3,3,3,1,Rural,47,316065
933,4,4,3,1,Rural,46,147362
2206,5,3,2,2,Urban,45,291202
1980,5,2,3,0,Suburban,43,253400
3680,4,1,2,0,Urban,24,425518
2900,4,3,1,1,Rural,29,339459
2400,1,1,1,1,Suburban,45,231433
3677,4,2,1,0,Rural,7,424286
1876,1,2,2,1,Urban,9,245934
1447,4,4,1,2,Suburban,13,225879
3445,5,2,1,2,Suburban,5,434661
1728,4,4,1,2,Suburban,38,237530
867,5,4,1,0,Suburban,38,147103
1668,1,2,1,0,Suburban,45,163237
2366,3,1,1,2,Rural,30,260106
2195,1,3,2,1,Suburban,24,254662
3914,3,3,3,3,Suburban,4,488072
2270,5,3,3,0,Rural,22,304670
1055,2,3,3,0,Suburban,10,166634
2109,3,3,2,2,Rural,37,248409
703,1,3,2,3,Suburban,32,116136
3126,1,1,2,1,Rural,2,346226
3144,2,1,1,1,Urban,2,375733
3856,3,4,2,2,Suburban,50,435877
2004,3,4,1,3,Urban,24,278750
2837,5,2,3,2,Suburban,28,365797
945,2,1,1,0,Suburban,50,91803
2490,4,2,1,3,Rural,41,281700
971,3,3,2,2,Suburban,32,149718
1224,3,3,1,3,Rural,35,165010
2652,3,4,2,0,Rural,3,334679
2625,2,2,3,0,Rural,37,283984
964,2,1,1,0,Urban,30,124383
2630,5,2,3,3,Rural,45,322744
3151,5,1,1,1,Urban,1,399850
1772,2,1,3,1,Urban,29,220121
1869,3,2,1,3,Urban,5,267688
2713,3,1,2,0,Rural,26,299202
1994,3,4,1,3,Urban,12,296244
3784,1,4,1,0,Rural,20,404030
2733,1,3,3,0,Rural,17,315244
3358,1,1,1,2,Suburban,43,342713
3415,2,1,1,1,Urban,26,380231
3955,2,1,1,0,Suburban,27,414130
3732,1,1,1,2,Rural,1,409514
1030,5,3,1,2,Urban,1,211053
1083,5,1,1,0,Rural,46,130002
3478,2,1,1,3,Rural,33,365686
979,5,1,1,0,Rural,10,148415
2852,2,2,1,0,Suburban,1,335311
1625,2,1,3,3,Suburban,26,211125
982,3,1,1,2,Suburban,13,145258
1293,3,4,2,0,Urban,33,190434
1979,1,2,1,3,Urban,0,268724
2107,3,1,3,2,Suburban,40,253221
926,3,2,1,1,Rural,25,125546
2929,2,1,1,0,Suburban,43,295071
754,5,2,1,0,Suburban,49,111675
1321,3,2,1,2,Urban,11,208042
3284,3,4,3,3,Rural,9,421553
1685,1,2,1,3,Urban,47,186763
1808,4,1,1,3,Rural,2,243880
3416,5,1,1,0,Rural,35,376450
1615,1,1,3,1,Rural,11,190565
3729,3,1,1,0,Rural,13,404342
3317,5,3,1,0,Rural,11,399221
3078,1,3,3,2,Suburban,35,349075
1643,4,3,1,2,Urban,16,249071
2895,2,1,1,1,Rural,49,279773
3207,2,1,2,2,Urban,2,390009
2390,1,3,1,1,Suburban,31,266221
1273,3,3,3,1,Suburban,36,180297
1768,1,3,1,3,Urban,11,244400
3772,1,4,2,3,Urban,30,438932
3329,4,3,1,0,Urban,34,385323
3192,1,4,1,0,Urban,0,383467
1382,5,1,3,1,Suburban,40,188391
3184,2,2,3,1,Suburban,7,382838
2920,5,1,1,1,Rural,16,341154
2490,2,1,3,2,Urban,20,308440
3522,2,1,2,3,Suburban,28,389165
3586,5,2,3,1,Rural,36,418991
2308,5,3,1,3,Rural,43,288175
1719,3,3,2,1,Urban,27,240161
1888,5,1,2,2,Suburban,7,274868
988,2,1,2,1,Rural,47,103569
1188,3,2,2,2,Urban,23,184741
2348,5,3,2,2,Urban,45,308820
2168,3,1,2,2,Suburban,1,285637
3052,5,1,2,2,Suburban,22,375671
1541,2,4,1,0,Suburban,14,210206
2032,3,3,3,1,Urban,33,265309
1014,1,2,2,3,Suburban,15,151286
2665,2,1,3,2,Urban,0,342183
3747,1,3,2,0,Rural,26,392326
3107,3,4,1,0,Suburban,23,369348
3639,4,1,1,1,Suburban,38,399554
3982,1,3,3,2,Urban,12,471320
1434,2,2,2,2,Urban,35,187275
1421,2,2,3,0,Suburban,0,209279
2990,3,4,1,3,Rural,27,358245
1665,4,2,2,2,Urban,9,256635
2743,3,4,2,1,Rural,26,332557
1903,1,4,3,0,Suburban,8,251053
3563,2,4,3,1,Suburban,35,412348
2372,3,4,3,3,Suburban,15,333484
1820,3,3,1,1,Rural,12,231206
2634,5,1,2,1,Rural,47,290574
3050,5,2,1,2,Rural,36,349481
1164,2,2,3,1,Suburban,50,138147
2348,3,1,3,0,Urban,42,271219
2856,2,1,1,1,Rural,35,285978
2235,1,2,2,2,Suburban,31,248259
1659,3,1,3,1,Urban,37,217831
1529,3,1,3,0,Urban,21,212577
1864,1,1,2,1,Suburban,15,219101
2435,4,4,2,1,Suburban,16,327073
1148,4,2,2,0,Urban,25,183845
2699,5,4,2,2,Suburban,21,365622
3360,1,2,3,2,Suburban,22,384042
3361,5,2,2,3,Suburban,48,396255
3185,2,4,2,0,Urban,8,396969
798,1,3,2,1,Rural,1,129458
2272,1,1,2,0,Suburban,36,237106
2020,3,1,2,0,Urban,23,249653
3231,4,2,1,2,Suburban,41,367915
3219,4,4,2,3,Suburban,29,404855
2432,2,4,3,1,Suburban,11,324108
1200,3,2,2,2,Suburban,24,178420
2413,3,2,1,0,Suburban,45,260285
1857,4,2,1,0,Urban,11,262217
1638,3,4,2,1,Rural,42,203946
1497,3,2,3,3,Suburban,20,225215
1492,3,2,2,2,Urban,0,238238
1643,2,1,1,1,Urban,39,187341
1459,4,2,1,0,Urban,42,187492
3932,1,4,2,1,Suburban,30,432873
3147,4,4,1,1,Urban,28,388743
3027,3,3,3,2,Urban,34,373989
2665,3,3,2,2,Rural,46,299237
1623,3,2,2,0,Urban,27,218448
678,1,1,3,1,Suburban,12,106722
2893,5,2,1,3,Suburban,40,346889
1543,4,4,2,1,Urban,4,262734
3028,4,1,2,3,Urban,17,380646
840,1,3,3,1,Suburban,27,131422
3363,1,2,2,2,Urban,25,382698
1259,3,3,2,3,Urban,17,211776
2791,3,3,2,0,Rural,45,303547
3121,3,3,2,1,Suburban,3,394716
3255,3,4,2,3,Rural,24,392528
901,1,3,3,2,Suburban,25,141912
2358,3,2,2,2,Suburban,10,310208
1252,3,1,1,1,Rural,6,170393
1680,2,2,3,3,Rural,47,189972
2318,1,2,2,1,Rural,22,256395
3329,5,3,1,1,Rural,7,414995
3311,4,2,1,2,Urban,44,384818
3822,2,1,2,1,Rural,50,382924
1203,4,4,3,2,Rural,32,192211
3329,5,3,3,2,Rural,13,421264
1936,4,1,1,3,Suburban,37,241165
2933,3,3,3,1,Urban,36,357679
3287,1,2,1,1,Urban,27,356301
2877,4,3,1,3,Rural,26,349836
3560,5,3,2,0,Urban,43,425584
3244,2,2,3,2,Urban,48,367336
861,1,3,1,0,Suburban,2,130706
3190,5,4,2,3,Suburban,8,428304
893,1,3,2,0,Rural,40,99841
2610,4,2,2,1,Rural,45,293372
1473,1,1,3,1,Urban,1,213868
2788,5,2,2,2,Rural,48,317893
2349,4,3,3,3,Urban,46,304330
2316,5,2,2,1,Urban,21,320305
2832,1,4,3,3,Rural,14,349861
1063,1,4,1,3,Urban,6,189256
761,5,1,3,3,Suburban,5,170695
2053,4,3,2,0,Rural,40,247083
3981,1,4,2,0,Suburban,9,453793
3361,1,4,3,2,Urban,19,410247
2447,5,2,3,0,Suburban,17,322260
3607,2,2,1,1,Urban,10,420618
2446,1,2,3,2,Rural,0,299342
900,3,4,2,2,Urban,33,160853
1059,1,1,3,2,Rural,10,143192
2132,3,2,3,3,Rural,45,254285
662,3,2,3,2,Rural,30,108901
745,2,1,1,1,Urban,12,118988
3802,1,4,3,1,Urban,11,452403
1014,4,3,1,1,Rural,26,149934
1817,1,1,2,3,Urban,7,240921
3401,2,3,1,2,Rural,38,359526
3618,3,2,3,0,Suburban,49,394659
861,4,1,3,2,Urban,21,163429
2747,2,1,3,3,Rural,39,296811
2998,4,4,1,2,Urban,36,374054
3981,5,1,3,0,Rural,42,430783
1564,1,4,1,1,Rural,34,176186
1262,1,3,1,0,Rural,38,126777
3294,1,3,3,0,Rural,2,379587
3970,2,2,2,3,Urban,19,461900
3143,1,2,1,3,Suburban,14,353903
2655,1,1,2,3,Rural,49,267307
2704,1,1,3,3,Rural,49,272730
2245,3,1,3,2,Suburban,19,288150
3956,5,2,3,1,Urban,41,463806
3405,2,1,3,0,Rural,42,342508
652,4,2,1,1,Rural,27,105489
3729,5,4,2,3,Urban,26,482261
2248,3,2,3,1,Suburban,47,262524
2126,5,2,1,2,Urban,22,292631
1765,1,4,2,1,Urban,37,220967
2308,2,1,3,2,Rural,39,254334
2269,4,2,3,1,Urban,33,291223
3209,1,3,3,2,Suburban,27,364538
865,3,1,2,3,Suburban,12,146582
3482,3,1,2,1,Rural,48,356570
3679,1,4,2,1,Rural,18,415876
1821,3,4,1,3,Suburban,49,225290
2634,1,3,2,3,Suburban,22,317487
3089,4,1,1,3,Urban,47,355035
1966,2,3,2,1,Suburban,24,241667
2417,1,4,1,1,Suburban,3,302066
2215,5,1,3,1,Urban,46,280006
1728,5,3,1,1,Urban,9,267794
2847,5,4,3,2,Rural,39,363649
1214,1,1,1,1,Suburban,19,143997
3044,2,4,2,1,Suburban,47,341955
1724,2,1,2,0,Urban,50,181752
1482,4,1,3,0,Rural,49,167923
934,3,3,3,0,Suburban,16,162406
3476,3,2,2,2,Urban,24,412890
998,1,1,1,0,Rural,9,117486
3538,5,1,3,3,Urban,22,446571
1645,4,3,2,2,Rural,10,238416
3581,5,4,3,2,Rural,24,443690
1368,1,2,3,2,Rural,19,173296
2929,3,2,2,2,Urban,19,364487
2529,4,3,3,3,Urban,12,356912
1561,2,4,1,1,Urban,28,211255
2340,3,4,2,1,Urban,50,280683
3572,2,3,1,0,Suburban,38,378903
2817,4,4,2,3,Urban,24,383006
1701,4,4,2,1,Rural,40,217713
3241,3,3,3,3,Rural,1,415665
3451,4,2,1,1,Rural,39,371441
1734,2,1,1,2,Urban,5,235658
1841,2,3,3,0,Urban,41,230756
2154,2,3,3,3,Suburban,39,271098
1857,5,1,2,1,Rural,21,245910
3647,2,1,3,1,Rural,41,373783
3337,1,4,1,3,Urban,9,411337
2371,3,1,2,2,Suburban,25,288739
3485,2,2,3,3,Rural,46,375473
3603,1,3,3,3,Suburban,30,405382
3011,3,1,1,1,Rural,42,306608
2523,4,1,2,0,Rural,29,287386
2743,2,1,3,0,Urban,20,326011
3835,3,4,3,2,Rural,33,446594
659,1,2,3,2,Rural,29,98279
3643,2,1,3,3,Rural,7,422107
3775,2,3,1,1,Suburban,42,405586
2193,5,4,1,0,Rural,20,284775
1897,5,3,3,0,Suburban,9,282426
1288,1,3,3,3,Urban,26,196275
2671,2,2,2,3,Urban,17,335325
2506,5,4,3,0,Rural,18,338935
1350,4,1,1,3,Urban,34,188844
1620,4,1,1,1,Urban,34,204522
2638,5,3,3,0,Rural,50,312709
1772,3,3,2,3,Suburban,25,244944
3931,2,3,3,3,Rural,41,428456
1639,2,4,2,0,Suburban,23,215666
3026,1,4,3,2,Urban,5,391339
3910,2,3,1,3,Urban,29,443324
1704,1,3,3,1,Rural,15,219253
3010,3,3,3,2,Rural,19,369270
843,4,2,3,1,Urban,20,165252
1149,1,2,2,0,Rural,27,127072
3585,4,4,2,0,Rural,24,424815
1263,1,2,3,2,Rural,23,162873
908,1,1,1,3,Urban,23,132025
3525,1,2,3,1,Urban,47,378488
3537,3,1,2,2,Suburban,32,390253
643,2,3,1,1,Suburban,5,121535
1483,5,1,1,2,Suburban,8,226499
2223,3,4,3,0,Urban,35,294267
2625,3,1,1,2,Rural,4,315306
3863,1,2,3,0,Rural,13,420492
2690,4,4,3,0,Urban,1,376225
1380,1,2,2,0,Rural,7,168107
3958,5,3,3,0,Suburban,22,482870
2752,2,2,2,3,Urban,49,307759
